Year,Quarter,GMR (Greater Metropolitan Region),Greater Sydney,Rings,Local Government Areas (LGAs),DwellingType,"First Quartile Sales Price
$'000s000","Median Sales Price
$'000s000","Third Quartile Sales Price
'000s000","Mean Sales Price
$'000s000","Sales
No.",Qtly change in Median,Annual change in Median,Qtly change in Count,Annual change in Count
2018,Q1,Total,Total,Total,North Sydney,Non Strata,2000000,2600000,3015000,2628000,49,0.00%,-0.23%,-9.26%,-22.22%
2018,Q1,Total,Total,Total,North Sydney,Strata,882000,1095000,1425000,1195000,252,-2.93%,-4.78%,-21.00%,-13.40%
2018,Q1,Total,Total,Total,Northern Beaches,Total,895000,1410000,1850000,1504000,792,-8.14%,-7.24%,-28.46%,-19.59%
2018,Q1,Total,Total,Total,Northern Beaches,Non Strata,1530000,1825000,2300000,2005000,399,2.96%,-3.18%,-34.80%,-24.00%
2018,Q1,Total,Total,Total,Northern Beaches,Strata,755000,890000,1185000,995000,393,-6.32%,-4.91%,-20.61%,-14.57%
2018,Q1,Total,Total,Total,Oberon,Total,295000,360000,703000,498000,20,-24.05%,5.57%,-19.23%,-27.59%
2018,Q1,Total,Total,Total,Oberon,Non Strata,328000,442000,716000,536000,20,-6.75%,27.19%,-30.77%,-30.77%
2018,Q1,Total,Total,Total,Oberon,Strata,0,0,0,0,0,0,0,0,0
2018,Q1,Total,Total,Total,Orange,Total,327000,390000,488000,417000,231,0.26%,16.24%,-14.13%,3.13%
2018,Q1,Total,Total,Total,Orange,Non Strata,338000,408000,494000,431000,213,0.62%,16.43%,-15.14%,7.58%
2018,Q1,Total,Total,Total,Orange,Strata,228000,247000,292000,258000,20,10.02%,-2.95%,0.00%,-30.77%
2018,Q1,Total,Total,Total,Parkes,Total,182000,215000,298000,243000,61,-12.51%,-13.31%,-15.28%,19.61%
2018,Q1,Total,Total,Total,Parkes,Non Strata,182000,215000,298000,243000,61,-12.51%,-13.31%,-15.28%,19.61%
2018,Q1,Total,Total,Total,Parramatta,Total,638000,776000,1020000,884000,672,-0.48%,-2.36%,-28.59%,-32.33%
2018,Q1,Total,Total,Total,Parramatta,Non Strata,1020000,1240000,1501000,1272000,224,-3.95%,-4.62%,-25.08%,-30.86%
2018,Q1,Total,Total,Total,Parramatta,Strata,586000,679000,776000,689000,448,-1.38%,-1.59%,-30.22%,-33.03%
2018,Q1,Total,Total,Total,Penrith,Total,560000,656000,737000,657000,662,-1.72%,0.85%,-14.14%,-18.37%
2018,Q1,Total,Total,Total,Penrith,Non Strata,642000,696000,770000,711000,494,-2.04%,-0.71%,-11.63%,-13.18%
2018,Q1,Total,Total,Total,Penrith,Strata,444000,521000,557000,499000,168,0.19%,2.16%,-20.75%,-30.58%
2018,Q1,Total,Total,Total,Port Macquarie-Hastings,Total,427000,515000,639000,540000,377,-0.19%,4.04%,-16.22%,-12.93%
2018,Q1,Total,Total,Total,Port Macquarie-Hastings,Non Strata,475000,550000,660000,580000,294,-0.68%,2.23%,-13.02%,-6.67%
2018,Q1,Total,Total,Total,Port Macquarie-Hastings,Strata,335000,380000,435000,399000,83,-2.44%,1.10%,-25.89%,-29.66%
2018,Q1,Total,Total,Total,Port Stephens,Total,415000,535000,670000,553000,360,3.88%,7.65%,-15.89%,-23.73%
2018,Q1,Total,Total,Total,Port Stephens,Non Strata,465000,586000,690000,589000,274,5.26%,11.87%,-16.97%,-23.89%
2018,Q1,Total,Total,Total,Port Stephens,Strata,330000,420000,499000,437000,86,1.82%,2.88%,-12.24%,-23.21%
2018,Q1,Total,Total,Total,Queanbeyan-Palerang Regional,Total,391000,550000,735000,570000,235,2.80%,2.80%,-32.08%,-6.37%
2018,Q1,Total,Total,Total,Queanbeyan-Palerang Regional,Non Strata,559000,675000,800000,697000,155,3.85%,9.76%,-32.61%,-15.76%
2018,Q1,Total,Total,Total,Queanbeyan-Palerang Regional,Strata,241000,318000,393000,326000,80,-3.79%,-2.31%,-31.03%,19.40%
2018,Q1,Total,Total,Total,Randwick,Total,893000,1286000,1918000,1509000,342,-6.45%,6.92%,-23.15%,-15.76%
2018,Q1,Total,Total,Total,Randwick,Non Strata,1800000,2250000,2575000,2288000,129,-5.50%,0.67%,-30.27%,-6.52%
2018,Q1,Total,Total,Total,Randwick,Strata,810000,946000,1208000,1037000,213,0.08%,-0.72%,-18.08%,-20.52%
2018,Q1,Total,Total,Total,Richmond Valley,Total,259000,292000,397000,328000,98,-8.67%,-7.22%,-10.91%,-16.24%
2018,Q1,Total,Total,Total,Richmond Valley,Non Strata,259000,292000,392000,326000,84,-8.67%,-8.67%,-18.45%,-11.58%
2018,Q1,Total,Total,Total,Richmond Valley,Strata,259000,305000,446000,345000,20,43.87%,4.36%,100.00%,-36.36%
2018,Q1,Total,Total,Total,Ryde,Total,669000,885000,1601000,1154000,295,-22.71%,0.57%,-30.09%,-32.65%
2018,Q1,Total,Total,Total,Ryde,Non Strata,1580000,1775000,2020000,1851000,105,1.28%,-1.39%,-41.67%,-29.53%
2018,Q1,Total,Total,Total,Ryde,Strata,645000,723000,854000,769000,190,-6.59%,-1.97%,-21.49%,-34.26%
2018,Q1,Total,Total,Total,Shellharbour,Total,550000,617000,697000,633000,212,-2.91%,4.49%,-26.90%,-23.74%
2018,Q1,Total,Total,Total,Shellharbour,Non Strata,575000,647000,726000,670000,160,-1.22%,4.27%,-30.43%,-28.57%
2018,Q1,Total,Total,Total,Shellharbour,Strata,462000,512000,599000,521000,52,-2.85%,4.60%,-13.33%,-3.70%
2018,Q1,Total,Total,Total,Shoalhaven,Total,465000,570000,680000,596000,512,3.64%,8.57%,-13.22%,-26.33%
2018,Q1,Total,Total,Total,Shoalhaven,Non Strata,480000,580000,690000,608000,481,2.84%,8.92%,-12.23%,-26.34%
2018,Q1,Total,Total,Total,Shoalhaven,Strata,362000,415000,499000,422000,31,-4.60%,8.71%,-26.19%,-26.19%
2018,Q1,Total,Total,Total,Singleton,Total,335000,396000,494000,428000,100,4.21%,-5.15%,-31.03%,8.70%
2018,Q1,Total,Total,Total,Singleton,Non Strata,370000,435000,540000,461000,83,7.41%,-4.40%,-37.59%,2.47%
2018,Q1,Total,Total,Total,Singleton,Strata,215000,255000,310000,268000,20,-6.46%,7.14%,41.67%,54.55%
2018,Q1,Total,Total,Total,Snowy Monaro Regional,Total,260000,353000,446000,379000,108,8.46%,24.78%,-10.74%,-6.90%
2018,Q1,Total,Total,Total,Snowy Monaro Regional,Non Strata,248000,346000,493000,379000,72,6.31%,25.64%,-25.00%,-10.00%
2018,Q1,Total,Total,Total,Snowy Monaro Regional,Strata,317000,373000,405000,378000,36,16.41%,26.06%,44.00%,0.00%
2018,Q1,Total,Total,Total,Snowy Valleys,Total,168000,210000,290000,233000,65,-9.09%,2.44%,12.07%,18.18%
2018,Q1,Total,Total,Total,Snowy Valleys,Non Strata,168000,217000,299000,236000,61,-6.47%,5.85%,7.02%,10.91%
2018,Q1,Total,Total,Total,Snowy Valleys,Strata,0,0,0,0,0,0,0,0,0
2018,Q1,Total,Total,Total,Strathfield,Total,590000,650000,773000,953000,108,-7.14%,-6.93%,-30.32%,-37.21%
2018,Q1,Total,Total,Total,Strathfield,Non Strata,1845000,2520000,2890000,2468000,20,15.86%,17.07%,-56.10%,-59.09%
2018,Q1,Total,Total,Total,Strathfield,Strata,574000,630000,709000,650000,90,-6.04%,-5.97%,-21.05%,-29.69%
2018,Q1,Total,Total,Total,Sutherland,Total,774000,1030000,1285000,1098000,700,-4.19%,-3.33%,-21.35%,-17.65%
2018,Q1,Total,Total,Total,Sutherland,Non Strata,1080000,1258000,1575000,1368000,349,-5.03%,-3.21%,-29.78%,-17.30%
2018,Q1,Total,Total,Total,Sutherland,Strata,685000,775000,942000,830000,351,4.73%,0.65%,-10.69%,-17.99%
2018,Q1,Total,Total,Total,Sydney City,Total,735000,990000,1370000,1140000,824,-3.41%,-0.50%,-20.54%,-25.29%
2018,Q1,Total,Total,Total,Sydney City,Non Strata,1350000,1658000,2159000,1887000,132,-1.19%,-13.78%,-29.03%,-2.94%
2018,Q1,Total,Total,Total,Sydney City,Strata,702000,900000,1176000,998000,692,0.50%,-3.54%,-18.68%,-28.44%
2018,Q1,Total,Total,Total,Tamworth,Total,272000,350000,456000,372000,272,0.43%,7.69%,-5.56%,-2.51%
2018,Q1,Total,Total,Total,Tamworth,Non Strata,290000,367000,464000,384000,254,3.38%,12.92%,-5.93%,-3.05%
2018,Q1,Total,Total,Total,Tamworth,Strata,179000,202000,233000,213000,20,0.50%,-30.94%,0.00%,5.88%
2018,Q1,Total,Total,Total,Temora,Total,180000,225000,270000,246000,20,-2.81%,-10.36%,-61.76%,-27.78%
2018,Q1,Total,Total,Total,Temora,Non Strata,180000,225000,270000,246000,20,-2.81%,-10.36%,-61.76%,-27.78%
2018,Q1,Total,Total,Total,Tenterfield,Total,190000,223000,350000,289000,20,-11.53%,-19.68%,-25.00%,-17.24%
2018,Q1,Total,Total,Total,Tenterfield,Non Strata,190000,223000,350000,289000,20,-11.53%,-19.68%,-25.00%,-17.24%
2018,Q1,Total,Total,Total,The Hills,Total,975000,1210000,1450000,1248000,385,-3.20%,-2.06%,-23.61%,-25.10%
2018,Q1,Total,Total,Total,The Hills,Non Strata,1108000,1281000,1558000,1368000,306,-3.25%,-2.99%,-25.37%,-24.26%
2018,Q1,Total,Total,Total,The Hills,Strata,705000,770000,879000,783000,79,-5.81%,-7.95%,-15.96%,-28.18%
2018,Q1,Total,Total,Total,Tweed,Total,403000,530000,679000,561000,487,-5.36%,0.95%,-10.31%,-15.01%
2018,Q1,Total,Total,Total,Tweed,Non Strata,526000,637000,778000,669000,272,-2.08%,7.52%,-16.31%,-20.70%
2018,Q1,Total,Total,Total,Tweed,Strata,335000,395000,500000,423000,215,-5.39%,2.60%,-1.38%,-6.52%
2018,Q1,Total,Total,Total,Upper Hunter,Total,205000,290000,473000,328000,53,-10.22%,5.45%,-26.39%,29.27%
2018,Q1,Total,Total,Total,Upper Hunter,Non Strata,205000,290000,473000,328000,53,-10.22%,5.45%,-26.39%,29.27%
2018,Q1,Total,Total,Total,Upper Lachlan,Total,304000,365000,486000,399000,31,-19.34%,-3.95%,-8.82%,-6.06%
2018,Q1,Total,Total,Total,Upper Lachlan,Non Strata,304000,365000,486000,399000,31,-19.34%,-3.95%,-8.82%,-6.06%
2018,Q1,Total,Total,Total,Uralla,Total,185000,237000,360000,268000,20,-29.25%,-10.57%,-27.59%,5.00%
2018,Q1,Total,Total,Total,Uralla,Non Strata,185000,237000,360000,268000,20,-29.25%,-10.57%,-27.59%,5.00%
2018,Q1,Total,Total,Total,Wagga Wagga,Total,275000,359000,433000,363000,269,8.30%,5.20%,-20.88%,-12.09%
2018,Q1,Total,Total,Total,Wagga Wagga,Non Strata,285000,370000,440000,375000,251,8.82%,5.71%,-19.55%,-12.85%
2018,Q1,Total,Total,Total,Wagga Wagga,Strata,166000,203000,229000,202000,20,-19.82%,-10.66%,-35.71%,0.00%
2018,Q1,Total,Total,Total,Walcha,Total,0,0,0,0,0,0,0,0,0
2018,Q1,Total,Total,Total,Walcha,Non Strata,0,0,0,0,0,0,0,0,0
2018,Q1,Total,Total,Total,Walgett,Total,38000,100000,185000,124000,20,0.00%,17.65%,44.44%,44.44%
2018,Q1,Total,Total,Total,Walgett,Non Strata,38000,100000,185000,124000,20,0.00%,17.65%,44.44%,44.44%
2018,Q1,Total,Total,Total,Warren,Total,0,0,0,0,0,0,0,0,0
2018,Q1,Total,Total,Total,Warren,Non Strata,0,0,0,0,0,0,0,0,0
2018,Q1,Total,Total,Total,Warrumbungle,Total,126000,195000,310000,224000,32,14.71%,14.71%,-11.11%,-3.03%
2018,Q1,Total,Total,Total,Warrumbungle,Non Strata,126000,195000,310000,224000,32,14.71%,14.71%,-11.11%,-3.03%
2018,Q1,Total,Total,Total,Waverley,Total,1081000,1569000,2368000,1877000,250,0.58%,6.71%,-17.49%,-21.87%
2018,Q1,Total,Total,Total,Waverley,Non Strata,2259000,2828000,3483000,2931000,90,-6.51%,1.45%,-16.67%,4.65%
2018,Q1,Total,Total,Total,Waverley,Strata,924000,1213000,1544000,1285000,160,7.78%,-4.34%,-17.95%,-31.62%
2018,Q1,Total,Total,Total,Weddin,Total,0,0,0,0,0,0,0,0,0
2018,Q1,Total,Total,Total,Weddin,Non Strata,0,0,0,0,0,0,0,0,0
2018,Q1,Total,Total,Total,Wentworth,Total,180000,310000,401000,345000,32,12.73%,37.78%,33.33%,39.13%
2018,Q1,Total,Total,Total,Wentworth,Non Strata,180000,310000,401000,345000,32,6.90%,31.91%,39.13%,52.38%
2018,Q1,Total,Total,Total,Willoughby,Total,996000,1803000,2450000,1830000,190,2.12%,26.94%,-20.50%,-31.41%
2018,Q1,Total,Total,Total,Willoughby,Non Strata,2120000,2450000,2845000,2602000,95,4.26%,-2.97%,-29.10%,-20.17%
2018,Q1,Total,Total,Total,Willoughby,Strata,825000,995000,1198000,1058000,95,-0.50%,2.05%,-9.52%,-39.87%
2018,Q1,Total,Total,Total,Wingecarribee,Total,670000,803000,1173000,936000,226,-3.02%,0.94%,-26.62%,-23.13%
2018,Q1,Total,Total,Total,Wingecarribee,Non Strata,680000,820000,1198000,960000,207,-2.38%,-1.20%,-25.00%,-18.82%
2018,Q1,Total,Total,Total,Wingecarribee,Strata,510000,625000,838000,676000,20,-4.21%,11.21%,-40.62%,-51.28%
2018,Q1,Total,Total,Total,Wollondilly,Total,613000,753000,970000,817000,146,3.08%,-0.40%,-21.51%,-16.57%
2018,Q1,Total,Total,Total,Wollondilly,Non Strata,648000,767000,1000000,851000,135,2.27%,-0.07%,-22.86%,-18.67%
2018,Q1,Total,Total,Total,Wollondilly,Strata,371000,425000,450000,403000,20,-3.41%,6.25%,0.00%,22.22%
2018,Q1,Total,Total,Total,Wollongong,Total,571000,700000,860000,748000,634,0.00%,6.06%,-22.11%,-19.65%
2018,Q1,Total,Total,Total,Wollongong,Non Strata,646000,780000,950000,823000,430,1.63%,5.41%,-24.03%,-14.17%
2018,Q1,Total,Total,Total,Wollongong,Strata,480000,580000,691000,589000,204,-0.85%,6.42%,-17.74%,-29.17%
2018,Q1,Total,Total,Total,Woollahra,Total,1260000,2185000,3126000,2600000,218,-2.89%,-7.02%,-25.60%,-24.83%
2018,Q1,Total,Total,Total,Woollahra,Non Strata,2610000,3650000,5000000,4055000,85,-19.78%,4.29%,-25.44%,-22.02%
2018,Q1,Total,Total,Total,Woollahra,Strata,1050000,1500000,2170000,1670000,133,2.60%,-3.23%,-25.70%,-26.52%
2018,Q1,Total,Total,Total,Yass Valley,Total,450000,610000,860000,687000,61,3.04%,37.70%,-25.61%,10.91%
2018,Q1,Total,Total,Total,Yass Valley,Non Strata,450000,610000,860000,687000,61,3.04%,36.62%,-25.61%,12.96%
2018,Q1,Total,Total,Inner Ring,Total,Total,845000,1200000,1820000,1509000,2701,-4.00%,0.00%,-24.70%,-20.49%
2018,Q1,Total,Total,Inner Ring,Total,Non Strata,1595000,2093000,2810000,2424000,848,1.58%,-4.93%,-30.66%,-9.88%
2018,Q1,Total,Total,Inner Ring,Total,Strata,750000,951000,1288000,1090000,1853,-0.83%,-1.96%,-21.62%,-24.55%
2018,Q1,Total,Total,Inner Ring,Inner West,Total,785000,1215000,1617000,1275000,501,-5.81%,4.20%,-32.93%,-21.72%
2018,Q1,Total,Total,Inner Ring,Inner West,Non Strata,1325000,1560000,1950000,1658000,265,1.76%,-5.74%,-38.94%,-12.54%
2018,Q1,Total,Total,Inner Ring,Inner West,Strata,650000,770000,953000,845000,236,-2.45%,1.05%,-24.60%,-29.97%
2018,Q1,Total,Total,Inner Ring,Lane Cove,Total,764000,1090000,2235000,1719000,156,2.83%,19.13%,-30.97%,1.96%
2018,Q1,Total,Total,Inner Ring,Lane Cove,Non Strata,2034000,2704000,3790000,3086000,60,0.90%,-1.67%,-31.03%,27.66%
2018,Q1,Total,Total,Inner Ring,Lane Cove,Strata,716000,818000,919000,864000,96,2.19%,0.31%,-30.94%,-9.43%
2018,Q1,Total,Total,Inner Ring,Mosman,Total,960000,1650000,3165000,2261000,109,1.85%,-25.84%,-33.13%,-16.79%
2018,Q1,Total,Total,Inner Ring,Mosman,Non Strata,2825000,3415000,4260000,3927000,38,-14.62%,-14.62%,-30.91%,-35.59%
2018,Q1,Total,Total,Inner Ring,Mosman,Strata,869000,1040000,1475000,1369000,71,-6.60%,-9.76%,-34.26%,-1.39%
2018,Q1,Total,Total,Inner Ring,North Sydney,Total,912000,1200000,1753000,1428000,301,0.00%,-5.44%,-19.30%,-14.97%
2018,Q1,Total,Total,Inner Ring,North Sydney,Non Strata,2000000,2600000,3015000,2628000,49,0.00%,-0.23%,-9.26%,-22.22%
2018,Q1,Total,Total,Inner Ring,North Sydney,Strata,882000,1095000,1425000,1195000,252,-2.93%,-4.78%,-21.00%,-13.40%
2018,Q1,Total,Total,Inner Ring,Randwick,Total,893000,1286000,1918000,1509000,342,-6.45%,6.92%,-23.15%,-15.76%
2018,Q1,Total,Total,Inner Ring,Randwick,Non Strata,1800000,2250000,2575000,2288000,129,-5.50%,0.67%,-30.27%,-6.52%
2018,Q1,Total,Total,Inner Ring,Randwick,Strata,810000,946000,1208000,1037000,213,0.08%,-0.72%,-18.08%,-20.52%
2018,Q1,Total,Total,Inner Ring,Sydney City,Total,735000,990000,1370000,1140000,824,-3.41%,-0.50%,-20.54%,-25.29%
2018,Q1,Total,Total,Inner Ring,Sydney City,Non Strata,1350000,1658000,2159000,1887000,132,-1.19%,-13.78%,-29.03%,-2.94%
2018,Q1,Total,Total,Inner Ring,Sydney City,Strata,702000,900000,1176000,998000,692,0.50%,-3.54%,-18.68%,-28.44%
2018,Q1,Total,Total,Inner Ring,Waverley,Total,1081000,1569000,2368000,1877000,250,0.58%,6.71%,-17.49%,-21.87%
2018,Q1,Total,Total,Inner Ring,Waverley,Non Strata,2259000,2828000,3483000,2931000,90,-6.51%,1.45%,-16.67%,4.65%
2018,Q1,Total,Total,Inner Ring,Waverley,Strata,924000,1213000,1544000,1285000,160,7.78%,-4.34%,-17.95%,-31.62%
2018,Q1,Total,Total,Inner Ring,Woollahra,Total,1260000,2185000,3126000,2600000,218,-2.89%,-7.02%,-25.60%,-24.83%
2018,Q1,Total,Total,Inner Ring,Woollahra,Non Strata,2610000,3650000,5000000,4055000,85,-19.78%,4.29%,-25.44%,-22.02%
2018,Q1,Total,Total,Inner Ring,Woollahra,Strata,1050000,1500000,2170000,1670000,133,2.60%,-3.23%,-25.70%,-26.52%
2018,Q1,Total,Total,Middle Ring,Total,Total,660000,860000,1250000,1065000,4150,-3.91%,0.18%,-25.97%,-30.03%
2018,Q1,Total,Total,Middle Ring,Total,Non Strata,972000,1300000,1795000,1500000,1789,-4.76%,-5.49%,-29.37%,-25.95%
2018,Q1,Total,Total,Middle Ring,Total,Strata,592000,688000,824000,736000,2361,-1.79%,-1.79%,-23.17%,-32.83%
2018,Q1,Total,Total,Middle Ring,Bayside,Total,671000,805000,1108000,933000,495,-1.04%,-4.73%,-25.79%,-34.52%
2018,Q1,Total,Total,Middle Ring,Bayside,Non Strata,1127000,1303000,1621000,1349000,152,-6.29%,-11.90%,-25.49%,-16.48%
2018,Q1,Total,Total,Middle Ring,Bayside,Strata,645000,720000,831000,748000,343,0.00%,-4.00%,-25.92%,-40.24%
2018,Q1,Total,Total,Middle Ring,Burwood,Total,711000,955000,1333000,1142000,62,-4.50%,16.04%,-50.40%,-45.13%
2018,Q1,Total,Total,Middle Ring,Burwood,Non Strata,1348000,1665000,1938000,1812000,20,4.39%,-3.20%,-51.22%,-39.39%
2018,Q1,Total,Total,Middle Ring,Burwood,Strata,699000,763000,958000,823000,42,-14.27%,-1.10%,-50.00%,-47.50%
2018,Q1,Total,Total,Middle Ring,Canada Bay,Total,816000,1100000,1773000,1370000,240,-9.73%,-3.51%,-26.83%,-28.78%
2018,Q1,Total,Total,Middle Ring,Canada Bay,Non Strata,1788000,2155000,2673000,2218000,77,4.61%,0.23%,-35.29%,-25.24%
2018,Q1,Total,Total,Middle Ring,Canada Bay,Strata,780000,885000,1110000,969000,163,-6.84%,-5.22%,-22.01%,-30.34%
2018,Q1,Total,Total,Middle Ring,Canterbury-Bankstown,Total,600000,820000,1017000,841000,846,-4.65%,5.81%,-19.89%,-22.88%
2018,Q1,Total,Total,Middle Ring,Canterbury-Bankstown,Non Strata,880000,990000,1176000,1046000,464,-4.35%,-1.00%,-26.47%,-17.73%
2018,Q1,Total,Total,Middle Ring,Canterbury-Bankstown,Strata,492000,585000,685000,592000,382,1.74%,-0.85%,-10.12%,-28.33%
2018,Q1,Total,Total,Middle Ring,Cumberland,Total,570000,685000,860000,730000,515,-5.52%,-0.72%,-24.38%,-31.52%
2018,Q1,Total,Total,Middle Ring,Cumberland,Non Strata,805000,880000,1000000,920000,229,-3.30%,-1.12%,-32.45%,-33.24%
2018,Q1,Total,Total,Middle Ring,Cumberland,Strata,500000,580000,644000,577000,286,-2.14%,0.00%,-16.37%,-30.07%
2018,Q1,Total,Total,Middle Ring,Georges River,Total,685000,909000,1304000,1026000,322,-3.76%,-3.30%,-30.60%,-26.98%
2018,Q1,Total,Total,Middle Ring,Georges River,Non Strata,1165000,1356000,1603000,1405000,145,-4.30%,-5.83%,-34.09%,-29.61%
2018,Q1,Total,Total,Middle Ring,Georges River,Strata,625000,700000,800000,715000,177,0.00%,-1.41%,-27.46%,-24.68%
2018,Q1,Total,Total,Middle Ring,Hunters Hill,Total,1157000,1900000,2960000,2165000,31,6.74%,-19.66%,-35.42%,-36.73%
2018,Q1,Total,Total,Middle Ring,Hunters Hill,Non Strata,2200000,2900000,3450000,2969000,20,5.44%,-12.12%,-22.73%,-41.38%
2018,Q1,Total,Total,Middle Ring,Hunters Hill,Strata,874000,1154000,1509000,1188000,20,33.43%,15.93%,-46.15%,-30.00%
2018,Q1,Total,Total,Middle Ring,Ku-Ring-Gai,Total,1203000,1750000,2284000,1845000,374,0.92%,-5.56%,-22.08%,-26.09%
2018,Q1,Total,Total,Middle Ring,Ku-Ring-Gai,Non Strata,1755000,2065000,2700000,2266000,243,-1.90%,-11.28%,-19.80%,-24.06%
2018,Q1,Total,Total,Middle Ring,Ku-Ring-Gai,Strata,853000,975000,1250000,1064000,131,5.98%,4.68%,-25.99%,-29.57%
2018,Q1,Total,Total,Middle Ring,Parramatta,Total,638000,776000,1020000,884000,672,-0.48%,-2.36%,-28.59%,-32.33%
2018,Q1,Total,Total,Middle Ring,Parramatta,Non Strata,1020000,1240000,1501000,1272000,224,-3.95%,-4.62%,-25.08%,-30.86%
2018,Q1,Total,Total,Middle Ring,Parramatta,Strata,586000,679000,776000,689000,448,-1.38%,-1.59%,-30.22%,-33.03%
2018,Q1,Total,Total,Middle Ring,Ryde,Total,669000,885000,1601000,1154000,295,-22.71%,0.57%,-30.09%,-32.65%
2018,Q1,Total,Total,Middle Ring,Ryde,Non Strata,1580000,1775000,2020000,1851000,105,1.28%,-1.39%,-41.67%,-29.53%
2018,Q1,Total,Total,Middle Ring,Ryde,Strata,645000,723000,854000,769000,190,-6.59%,-1.97%,-21.49%,-34.26%
2018,Q1,Total,Total,Middle Ring,Strathfield,Total,590000,650000,773000,953000,108,-7.14%,-6.93%,-30.32%,-37.21%
2018,Q1,Total,Total,Middle Ring,Strathfield,Non Strata,1845000,2520000,2890000,2468000,20,15.86%,17.07%,-56.10%,-59.09%
2018,Q1,Total,Total,Middle Ring,Strathfield,Strata,574000,630000,709000,650000,90,-6.04%,-5.97%,-21.05%,-29.69%
2018,Q1,Total,Total,Middle Ring,Willoughby,Total,996000,1803000,2450000,1830000,190,2.12%,26.94%,-20.50%,-31.41%
2018,Q1,Total,Total,Middle Ring,Willoughby,Non Strata,2120000,2450000,2845000,2602000,95,4.26%,-2.97%,-29.10%,-20.17%
2018,Q1,Total,Total,Middle Ring,Willoughby,Strata,825000,995000,1198000,1058000,95,-0.50%,2.05%,-9.52%,-39.87%
2018,Q1,Total,Total,Newcastle SSD,Total,Total,429000,530000,669000,565000,2507,1.34%,6.21%,-16.43%,-18.07%
2018,Q1,Total,Total,Newcastle SSD,Total,Non Strata,445000,550000,680000,581000,2048,0.00%,6.80%,-16.82%,-16.17%
2018,Q1,Total,Total,Newcastle SSD,Total,Strata,370000,450000,580000,491000,459,4.88%,5.62%,-14.68%,-25.61%
2018,Q1,Total,Total,Newcastle SSD,Cessnock,Total,310000,370000,430000,395000,265,0.00%,10.45%,-20.42%,-5.36%
2018,Q1,Total,Total,Newcastle SSD,Cessnock,Non Strata,330000,380000,440000,407000,238,-1.30%,9.04%,-19.05%,-4.80%
2018,Q1,Total,Total,Newcastle SSD,Cessnock,Strata,270000,280000,297000,286000,20,-0.71%,-2.44%,-30.77%,-10.00%
2018,Q1,Total,Total,Newcastle SSD,Lake Macquarie,Total,465000,560000,688000,591000,831,-1.75%,5.66%,-13.17%,-17.40%
2018,Q1,Total,Total,Newcastle SSD,Lake Macquarie,Non Strata,484000,580000,711000,611000,716,-2.52%,5.45%,-14.35%,-15.07%
2018,Q1,Total,Total,Newcastle SSD,Lake Macquarie,Strata,390000,444000,525000,470000,115,0.68%,3.79%,-4.96%,-29.45%
2018,Q1,Total,Total,Newcastle SSD,Maitland,Total,394000,450000,545000,472000,364,0.39%,5.26%,-20.18%,-15.94%
2018,Q1,Total,Total,Newcastle SSD,Maitland,Non Strata,407000,460000,550000,484000,333,0.00%,4.55%,-18.58%,-11.90%
2018,Q1,Total,Total,Newcastle SSD,Maitland,Strata,303000,350000,381000,344000,31,0.00%,16.67%,-34.04%,-43.64%
2018,Q1,Total,Total,Newcastle SSD,Newcastle,Total,505000,615000,750000,654000,687,3.36%,11.82%,-16.83%,-20.94%
2018,Q1,Total,Total,Newcastle SSD,Newcastle,Non Strata,530000,640000,770000,685000,487,2.89%,12.28%,-17.88%,-20.42%
2018,Q1,Total,Total,Newcastle SSD,Newcastle,Strata,421000,533000,680000,578000,200,8.57%,12.23%,-14.16%,-22.18%
2018,Q1,Total,Total,Newcastle SSD,Port Stephens,Total,415000,535000,670000,553000,360,3.88%,7.65%,-15.89%,-23.73%
2018,Q1,Total,Total,Newcastle SSD,Port Stephens,Non Strata,465000,586000,690000,589000,274,5.26%,11.87%,-16.97%,-23.89%
2018,Q1,Total,Total,Newcastle SSD,Port Stephens,Strata,330000,420000,499000,437000,86,1.82%,2.88%,-12.24%,-23.21%
2018,Q1,Total,Total,Outer Ring,Total,Total,620000,740000,980000,873000,7605,-3.90%,0.00%,-16.88%,-20.02%
2018,Q1,Total,Total,Outer Ring,Total,Non Strata,650000,780000,1067000,940000,5554,-4.88%,0.00%,-18.03%,-19.57%
2018,Q1,Total,Total,Outer Ring,Total,Strata,504000,640000,790000,689000,2051,0.16%,4.07%,-13.57%,-21.24%
2018,Q1,Total,Total,Outer Ring,Blacktown,Total,625000,706000,850000,731000,923,-1.94%,-1.94%,-13.50%,-20.16%
2018,Q1,Total,Total,Outer Ring,Blacktown,Non Strata,665000,755000,871000,773000,733,-3.82%,-1.94%,-12.63%,-20.15%
2018,Q1,Total,Total,Outer Ring,Blacktown,Strata,491000,590000,650000,572000,190,5.17%,2.16%,-16.67%,-20.17%
2018,Q1,Total,Total,Outer Ring,Blue Mountains,Total,569000,660000,760000,689000,290,-2.98%,2.29%,-12.12%,-17.38%
2018,Q1,Total,Total,Outer Ring,Blue Mountains,Non Strata,585000,673000,769000,702000,271,-2.00%,2.36%,-13.14%,-16.36%
2018,Q1,Total,Total,Outer Ring,Blue Mountains,Strata,404000,520000,570000,503000,20,-1.89%,2.77%,5.56%,-29.63%
